gene_name	C1000g.1	C1000g.2	C1000g.3	C1000g.4	C1000g.5	C300g.1	C300g.2	C300g.3	C300g.4	C300g.5	Anc.1	Anc.2	Anc.3	Anc.4	Anc.5	Mmp.1	Mmp.2.3	Mmp.3.3	Mmp.4.3	Mmp.5.3
MMP_RS05435	1938	1782	1430	1552	1178	1626	1469	1642	1241	1328	2714	2075	2603	2986	2388	24	53	33	110	45
MMP_RS05440	441	576	403	321	334	626	407	578	408	452	758	520	678	768	592	16	31	24	84	317
MMP_RS05445	11733	15650	12132	9500	15059	23122	23330	26495	18191	21902	32194	24702	39072	37467	37799	221	455	307	1070	1404
MMP_RS05450	8216	10337	7997	6090	9985	16030	16150	18274	12244	14664	17376	13919	20010	19118	19236	107	289	215	559	247
MMP_RS05455	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	7
MMP_RS05460	575	459	434	424	350	965	722	963	718	726	1614	1253	1274	1608	1124	4	10	18	80	56
MMP_RS05465	196	176	183	194	68	201	147	115	104	106	469	340	339	403	297	12	30	11	38	2
MMP_RS05470	167	183	136	69	120	250	183	194	150	167	215	224	141	157	132	2	2	0	7	1
MMP_RS05480	210	173	120	77	118	185	174	150	136	108	409	274	153	223	127	29	25	10	78	51
MMP_RS05485	155	110	118	70	98	185	208	157	149	131	633	496	478	535	433	35	13	9	22	74
MMP_RS05490	64	56	76	31	42	47	61	64	33	44	124	109	131	161	147	3	0	0	12	24
MMP_RS05495	468	447	371	338	367	509	401	460	317	341	1049	812	1069	1123	951	2	13	11	19	25
MMP_RS05500	5642	5141	4798	5019	3514	4846	4143	4911	3148	3493	20030	15118	21286	23168	19734	86	152	148	462	274
MMP_RS05505	272	241	312	263	145	566	404	403	358	303	581	527	430	592	418	7	8	5	40	74
MMP_RS05510	278	197	201	308	148	451	363	479	287	309	482	373	251	335	178	0	0	2	10	16
MMP_RS05515	152	174	153	123	81	317	262	292	139	185	1024	695	879	977	737	2	6	10	17	1
MMP_RS05520	1022	952	863	757	577	1112	819	936	564	684	2289	1782	2195	2246	1813	28	32	10	72	44
MMP_RS05525	322	333	360	259	179	299	261	235	161	194	847	581	729	804	794	9	24	3	28	17
MMP_RS05530	501	408	364	326	289	568	514	480	550	393	2004	1518	955	1795	928	3	26	8	84	79
MMP_RS05535	692	559	582	621	492	993	776	967	581	667	1856	1517	1587	1748	1162	14	51	20	136	46
MMP_RS05540	390	293	249	206	270	403	322	316	192	278	394	303	446	393	395	1	4	9	21	57
MMP_RS05545	757	614	522	503	515	1259	1025	1172	815	927	1259	1042	1568	1428	1308	40	99	35	178	123
MMP_RS05550	281	225	186	194	146	141	164	128	63	89	287	173	178	243	118	1	9	11	10	42
MMP_RS05555	217	180	169	220	196	81	107	57	17	52	243	118	89	207	67	11	15	19	51	39
MMP_RS05560	0	19	0	17	0	66	61	86	28	36	279	207	323	299	337	3	8	5	23	21
MMP_RS05565	228	168	186	196	109	385	365	349	194	160	1028	964	954	1150	993	8	32	29	71	10
MMP_RS05570	694	603	686	587	295	1468	1131	1371	931	916	2559	1867	2353	2509	2085	38	73	56	224	41
MMP_RS05575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
MMP_RS05580	59	26	66	28	13	125	45	62	96	49	250	220	187	191	117	5	20	2	17	1
MMP_RS08890	385	271	367	280	234	471	309	356	213	233	861	717	851	808	664	20	24	13	72	10
MMP_RS05590	347	269	394	317	270	780	487	528	347	431	2238	1859	2082	1962	1621	3	7	34	94	28
MMP_RS05595	192	127	112	69	66	389	198	206	152	152	1069	985	891	918	823	10	27	18	53	21
MMP_RS05600	221	189	229	168	191	350	276	287	255	240	1040	788	859	961	807	7	32	7	66	12
MMP_RS05605	232	218	187	168	120	547	303	345	264	290	706	539	520	497	469	7	23	15	96	10
MMP_RS05610	286	220	275	215	147	333	241	198	140	152	747	635	691	748	641	0	5	20	42	11
MMP_RS05615	177	125	187	158	54	265	149	152	98	131	448	402	475	405	358	0	2	4	5	10
MMP_RS05620	232	210	239	174	147	402	257	221	193	207	602	511	621	579	597	3	17	10	33	14
MMP_RS05625	220	186	162	165	107	506	350	434	304	287	671	496	577	641	515	6	22	4	46	23
MMP_RS05630	118	102	107	57	66	115	59	42	35	20	155	147	132	110	96	5	12	16	56	12
MMP_RS05635	505	488	455	369	319	478	349	338	249	246	2695	2163	2208	2558	1872	6	68	27	126	22
MMP_RS05640	2103	2054	1593	1496	1605	2209	1755	2170	1631	1690	4639	3876	4764	5143	4469	37	99	49	176	194
MMP_RS05645	221	230	162	167	82	214	181	162	122	135	523	454	409	498	450	0	3	22	13	7
MMP_RS05650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS05655	8482	6781	6673	6980	5401	9069	7992	10069	6412	6757	19081	13690	16174	19122	15377	336	679	452	1520	2039
MMP_RS05660	2290	2454	1867	1673	1811	1481	1078	1352	1097	1258	335	296	266	320	194	2	18	8	88	71
MMP_RS05665	206	208	98	94	142	94	67	109	63	81	174	129	76	151	76	15	10	8	7	15
MMP_RS05670	56	110	38	81	94	27	40	27	14	19	154	92	81	153	63	6	0	0	3	0
MMP_RS05675	216	119	137	117	77	87	103	113	65	92	280	207	259	309	244	1	4	1	9	5
MMP_RS05680	180	160	125	102	113	168	123	141	89	103	336	293	304	269	271	11	15	0	25	46
MMP_RS05685	10247	9930	8402	7989	7249	17117	13393	15417	10760	14126	5067	4018	4273	4133	3643	49	119	40	178	155
MMP_RS05690	781	720	784	783	641	1986	1626	2144	1518	1379	4709	3218	3913	4639	3774	30	59	54	106	70
MMP_RS05695	78	127	120	89	76	350	230	255	168	239	204	167	240	269	191	0	1	8	14	36
MMP_RS05700	69	21	38	37	23	96	66	62	42	63	164	104	113	124	83	0	19	0	13	2
MMP_RS05705	357	341	259	311	268	541	414	467	297	335	842	700	1029	998	912	35	33	14	61	122
MMP_RS05710	540	460	449	376	383	737	639	658	446	461	1830	1346	1627	1788	1553	22	37	10	74	36
MMP_RS05715	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
MMP_RS05720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
MMP_RS05725	262	347	295	240	184	225	189	146	103	161	844	673	719	892	740	0	21	5	24	2
MMP_RS05730	1231	1094	1029	797	723	1087	690	630	563	603	2627	1966	1892	2496	1863	4	5	25	24	46
MMP_RS05735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	6	13
MMP_RS05740	15	3	0	0	0	0	0	0	0	9	0	0	7	0	9	3	9	7	14	7
MMP_RS05745	173	157	139	155	117	163	178	146	60	105	1289	961	1456	1380	1429	0	19	3	28	37
MMP_RS05750	1327	1018	1067	997	796	1370	1426	1397	1001	1028	7228	5635	8219	8463	7784	15	89	38	174	190
MMP_RS05755	641	457	459	493	360	685	559	583	400	466	2220	1912	2349	2480	2246	13	21	28	122	91
MMP_RS05760	1085	761	789	680	510	940	797	1056	716	690	2639	1928	2158	2790	1956	9	35	23	77	31
MMP_RS05765	1509	1289	1334	1352	909	2883	2600	3017	2242	2055	8020	5969	7271	8543	7250	32	76	34	228	214
MMP_RS05770	192	99	156	176	55	222	169	169	107	99	601	489	688	663	603	0	7	2	10	1
MMP_RS05775	339	330	281	336	297	602	491	612	441	463	894	700	1009	847	823	40	27	23	88	89
MMP_RS05780	11	10	26	14	0	4	23	20	1	11	54	31	74	101	77	0	4	1	11	3
MMP_RS05785	605	572	528	375	537	756	661	681	450	504	5413	4306	5119	5590	4767	31	58	36	177	84
MMP_RS05790	46	19	46	27	31	16	30	17	0	1	174	161	130	203	129	4	5	1	12	1
MMP_RS05795	721	648	697	657	417	1116	869	866	528	632	1947	1578	2083	2194	1879	12	5	17	66	31
MMP_RS05800	1461	941	1371	1301	707	1414	1289	1022	774	966	1345	897	1035	1497	981	7	14	10	32	5
MMP_RS05805	170	144	161	179	132	397	289	301	229	234	422	479	594	720	606	3	13	7	24	2
MMP_RS05810	0	0	11	28	0	7	0	4	11	0	3	6	6	26	8	0	0	3	6	0
MMP_RS05815	703	451	569	584	350	481	392	420	278	301	587	473	638	840	663	7	5	1	18	1
MMP_RS05820	431	348	470	390	259	411	317	198	160	132	1175	862	738	1176	673	4	17	11	35	12
MMP_RS05825	327	271	282	266	224	367	334	268	202	186	426	305	449	424	434	4	14	10	40	13
MMP_RS05830	832	778	673	853	555	1417	1209	1249	888	961	1821	1519	1900	2144	1768	14	24	21	116	50
MMP_RS05835	131	48	79	130	64	133	86	85	40	63	150	155	143	191	120	1	5	9	20	29
MMP_RS05840	2011	1710	1813	1735	1372	2458	2059	2319	1381	1620	6369	4543	6432	7132	5761	34	87	27	178	38
MMP_RS05845	215	126	132	84	53	229	130	134	132	142	265	225	274	309	239	0	5	5	6	1
MMP_RS05850	286	240	253	249	259	358	355	307	218	257	1235	922	1180	1401	1335	16	15	19	48	45
MMP_RS05855	733	665	542	428	629	827	786	926	707	754	1186	921	976	1090	809	101	107	60	230	757
MMP_RS05860	899	1073	667	609	863	1059	1184	1746	825	1118	144	99	99	196	112	6198	489	4575	21638	47527
MMP_RS05865	1526	1873	1186	1143	1349	3234	2600	4083	2218	2578	2251	1828	2054	2369	1850	1957	566	3285	9100	18240
MMP_RS05870	598	565	547	522	355	1176	835	1135	649	823	1075	875	1348	1439	1188	18	22	57	81	389
MMP_RS05875	473	420	476	422	368	853	771	919	589	555	1309	1083	1648	1673	1541	6	27	16	127	57
MMP_RS05880	121	132	97	108	111	262	233	231	166	189	690	518	746	782	714	7	14	22	52	19
MMP_RS05885	331	212	205	167	186	171	101	182	96	115	133	57	41	74	73	7	0	1	5	27
MMP_RS05890	1226	891	899	727	665	797	637	670	433	504	1313	968	1009	1097	965	71	67	12	225	125
MMP_RS05895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6
MMP_RS05900	0	0	0	0	0	0	0	0	0	0	0	0	15	10	5	3	1	1	4	1
MMP_RS05905	0	0	0	0	5	0	0	0	3	0	62	34	32	31	20	0	1	1	8	10
MMP_RS05910	513	463	337	449	380	680	543	669	491	450	1420	1021	1206	1449	1105	8	18	6	31	34
MMP_RS05915	2562	1677	2255	2481	1148	2560	2224	1939	1402	1577	6156	3994	4767	6203	4853	18	104	31	211	71
MMP_RS05920	4408	3929	4170	3943	4164	6228	5462	7305	4290	4443	7646	5024	6697	7993	6999	85	205	95	407	422
MMP_RS05925	649	643	668	633	370	1380	927	890	591	672	4496	3240	3330	3498	2650	2	41	36	27	42
MMP_RS05930	6938	5763	5785	5516	4581	8210	7095	8864	5617	6142	19722	14163	21036	22653	19758	133	349	180	838	724
MMP_RS05935	99	96	80	72	101	163	143	156	123	94	130	118	182	167	153	12	22	1	52	19
MMP_RS05940	0	0	3	0	2	4	16	0	0	4	0	0	0	0	0	5	17	1	7	14
MMP_RS05945	82	28	29	46	21	5	24	14	5	0	12	13	52	18	55	0	0	1	22	11
MMP_RS05950	1758	1314	1544	1430	1086	1031	933	1036	570	727	1962	1391	1648	2006	1492	26	28	22	107	50
MMP_RS05955	3234	2841	2536	2524	2476	2057	2327	3037	2139	2173	2527	1883	1428	2019	1232	208	567	273	899	683
MMP_RS05960	10276	9808	7625	8126	7722	18034	16901	20213	15398	18002	7569	6299	6265	7102	5513	1385	2897	1422	4670	8235
MMP_RS05965	2826	2865	2243	2426	2107	6010	5618	7280	5001	5631	2282	1936	2099	2356	1982	807	1861	877	2962	5145
MMP_RS05970	3640	3348	2457	2736	2578	7281	6782	8148	6024	6395	2738	2581	2825	2841	2606	161	391	177	621	716
MMP_RS05975	1933	1994	1559	1408	1393	3855	3613	4067	2966	3408	1656	1374	1617	1541	1371	130	297	168	563	622
MMP_RS05980	4939	4509	3941	3688	3107	9944	8339	8612	6647	7567	4046	3532	4009	3836	3241	51	170	86	324	364
MMP_RS05985	2466	2390	1914	1883	2108	4483	4483	5804	3730	4091	1821	1576	1875	1911	1744	1747	3215	1112	4805	5483
MMP_RS05990	1687	1454	1229	1183	904	2216	1866	1818	1368	1639	1785	1468	1391	1381	1043	191	738	423	882	2356
MMP_RS05995	915	846	679	722	648	784	795	756	636	554	2752	2128	2006	2388	1567	27	77	52	134	205
MMP_RS06000	2557	2118	2124	1833	1773	1961	1654	1645	1131	1513	985	817	822	864	725	4	55	17	116	61
MMP_RS06005	169	183	151	140	131	261	212	180	123	150	173	176	155	173	158	1	6	2	27	11
MMP_RS06010	1867	1372	1290	1070	955	1686	1247	1219	1048	1146	2597	2091	1653	2087	1714	27	39	36	112	99
MMP_RS06015	117	75	82	62	59	82	93	100	94	64	481	312	143	325	188	16	45	2	24	154
MMP_RS06020	103	108	76	39	51	67	60	66	101	78	607	442	227	371	185	16	20	15	75	243
MMP_RS06025	2275	2091	1821	1546	1636	1934	1712	2118	1815	1734	6403	4998	5527	6613	4932	107	169	64	537	988
MMP_RS06030	6706	6333	5333	5054	4615	6204	5462	7125	5025	5344	19722	15633	19945	22171	17363	293	460	237	1129	2185
MMP_RS06035	59	30	47	32	53	113	54	76	71	93	321	264	276	329	263	0	6	0	0	0
MMP_RS06040	0	7	0	5	0	0	17	1	0	5	228	119	75	123	42	1	6	0	0	1
MMP_RS06045	964	820	811	689	678	808	583	573	461	534	34	42	37	12	33	14	35	1	79	19
MMP_RS06050	63	19	53	54	43	116	95	100	41	100	84	47	90	59	50	4	5	1	17	11
MMP_RS06055	1356	1502	1186	1012	1221	2947	2607	2420	2652	2529	1728	1202	757	1153	731	468	1004	410	1396	2333
MMP_RS06060	52	18	4	22	22	42	26	10	17	5	398	395	438	390	306	0	0	9	4	1
MMP_RS06065	50	36	25	28	41	59	49	42	35	14	1719	1327	1000	1854	1097	10	16	0	28	39
MMP_RS06070	50	69	37	13	42	57	46	40	24	23	1712	1425	1507	1798	1375	7	17	6	52	56
MMP_RS06075	536	355	408	596	504	358	238	71	396	439	22	26	33	54	47	6	0	0	0	1
MMP_RS06080	2991	2231	1971	2574	2607	1545	970	619	1346	1679	826	617	934	959	824	8	19	6	25	16
MMP_RS06085	445	416	273	214	312	294	133	41	306	403	45	53	38	14	15	4	2	4	11	11
MMP_RS06090	344	382	180	251	256	205	141	140	208	193	3602	2598	1429	2708	1235	6	23	6	60	83
MMP_RS06095	191	212	105	96	96	144	104	64	131	83	3448	2758	1513	2734	1310	37	52	17	133	421
MMP_RS06100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
MMP_RS06105	592	503	453	383	334	823	585	687	457	582	660	479	636	575	515	8	21	1	27	7
MMP_RS06110	3108	2674	2176	2230	1738	3553	3189	3300	2432	2623	12993	9987	11130	13023	9945	105	242	141	575	500
MMP_RS06115	202	208	183	124	162	218	179	124	153	126	543	430	409	460	322	16	8	0	26	1
MMP_RS06120	1122	993	1120	1167	876	1425	1203	1480	856	914	2066	1381	1676	2156	1650	17	57	18	91	57
MMP_RS06125	429	272	317	335	252	679	620	726	420	462	2404	1513	2354	2582	2291	17	52	13	55	50
MMP_RS06130	991	827	805	849	604	2287	1860	2503	1434	1670	6885	4352	7229	6912	6377	29	125	48	222	115
MMP_RS06135	2760	2602	2217	2172	2542	7803	5955	7699	6015	6054	19015	14323	17513	18855	15206	101	224	129	628	1209
MMP_RS06140	235	208	241	158	134	242	193	222	143	151	785	592	801	745	656	2	0	4	3	3
MMP_RS06145	57122	32327	39986	37906	28965	14816	16145	18497	16465	19571	2900	1954	2056	2789	1811	72	106	60	242	204
MMP_RS06150	3818	1475	2571	3163	2247	1286	1417	1376	1507	1402	389	353	363	600	327	20	32	17	64	47
MMP_RS06155	15	13	0	19	0	29	26	35	4	22	8	48	55	51	68	0	0	0	6	0
MMP_RS06160	439	423	358	297	240	741	468	542	406	418	1743	1376	1610	1735	1392	3	15	22	76	121
MMP_RS06165	116	56	54	55	31	79	71	104	82	68	980	717	553	807	503	0	16	1	28	10
MMP_RS06170	99	42	83	36	78	140	91	117	74	107	1441	884	761	1129	745	3	33	8	10	9
MMP_RS06175	32	18	0	10	40	37	18	8	30	0	439	287	167	218	143	4	16	0	22	3
MMP_RS06180	1425	1530	1106	1079	940	3010	2376	2966	2017	2338	11867	7883	12601	13154	12288	59	114	90	262	375
MMP_RS06185	10	0	16	3	0	2	0	20	4	0	66	81	27	81	26	1	5	2	30	19
MMP_RS06190	0	0	0	0	0	0	0	14	0	0	88	49	65	86	80	6	0	0	0	4
MMP_RS06195	92	97	85	40	33	79	79	67	74	67	496	360	327	401	302	0	5	3	15	0
MMP_RS06200	104	54	104	84	61	117	97	109	66	70	701	524	524	509	453	3	7	4	28	29
MMP_RS06205	407	316	266	263	183	770	571	716	605	599	3217	2163	1753	2471	1579	32	85	25	118	118
MMP_RS06210	16843	18184	14645	14262	17382	38921	30742	41294	28300	30099	23446	17547	25431	26193	23765	513	1153	635	2652	3390
MMP_RS06215	2548	2634	2294	2120	1913	6197	4511	5621	3773	4249	5888	3945	6025	6386	5819	86	188	126	501	339
MMP_RS06220	3128	2249	3101	3193	2405	4367	4286	4165	2849	2998	7579	5714	6281	9113	6683	38	99	55	213	298
MMP_RS06225	168	92	212	143	61	238	150	142	77	111	181	181	194	207	204	5	10	2	34	1
MMP_RS06230	1112	843	904	1042	878	1339	1215	1422	742	893	1127	870	1510	1407	1361	117	311	202	757	210
MMP_RS06235	1238	1216	1054	997	958	1829	1525	2050	1427	1462	661	451	563	688	573	459	782	412	2165	2545
MMP_RS06240	1466	1541	1143	1202	1030	2307	1987	2511	1804	1935	879	654	890	1040	936	600	1067	545	2644	3553
MMP_RS06245	520	556	459	479	440	1020	832	1090	808	804	461	262	459	470	440	727	1371	608	2181	2814
MMP_RS06250	291	250	234	155	195	328	256	226	185	138	51	31	91	22	65	33	47	1	114	13
MMP_RS06255	351	302	323	265	145	458	352	392	272	258	1886	1544	1430	1968	1318	14	33	11	53	22
MMP_RS06260	1383	1158	1208	1050	950	1392	1199	1385	816	871	4481	3354	4333	4905	4220	20	68	42	106	83
MMP_RS06265	519	359	441	395	289	553	319	334	248	231	2402	2020	1445	1976	1287	6	51	25	58	76
MMP_RS06270	3896	3212	3275	3512	2871	4664	4349	5366	3504	3628	8054	6726	7797	9185	6838	70	147	97	446	596
MMP_RS06275	250	213	203	149	152	391	329	315	172	188	1273	819	1141	1232	1255	25	33	4	100	13
MMP_RS06280	1151	1051	937	780	781	1562	1263	1424	1044	1169	2650	1847	2133	2601	1977	35	34	42	138	61
MMP_RS06285	290	314	238	154	202	316	267	312	184	232	378	297	396	419	325	4	4	2	26	11
MMP_RS06290	5018	4636	4367	4303	3259	7172	6215	7273	4181	5295	12357	8797	13188	13340	12269	66	97	62	253	143
MMP_RS06295	4469	4287	3565	3721	3649	11587	10157	11872	8352	9178	11055	8944	11675	11587	11182	139	279	195	700	1074
MMP_RS06300	2757	2672	2044	2180	1830	10025	7281	8460	6598	7392	5104	3850	5042	5479	4582	34	110	95	391	262
MMP_RS06305	241	217	187	160	101	514	377	360	331	361	628	507	507	579	440	8	7	6	37	28
MMP_RS06310	87	79	93	84	62	150	93	102	64	93	317	230	263	258	180	13	20	1	43	19
MMP_RS06315	68	48	52	44	40	112	86	109	95	100	55	51	64	37	53	0	0	1	8	0
MMP_RS06320	0	0	0	0	0	0	0	0	12	2	18	13	0	0	0	0	10	8	0	36
MMP_RS06325	126	92	71	102	85	376	315	345	323	293	790	547	298	581	278	5	8	3	61	15
MMP_RS06330	333	207	215	229	195	685	481	412	391	380	1707	1395	1402	1573	1066	10	15	17	60	20
MMP_RS06335	101	69	114	59	55	192	144	129	87	103	514	403	460	554	474	2	7	0	29	4
MMP_RS06340	140	84	86	84	94	155	150	154	71	100	443	411	493	511	515	6	29	12	10	8
MMP_RS06345	222	162	179	178	81	475	377	353	280	270	699	602	611	732	623	6	6	6	31	63
MMP_RS06350	369	374	324	236	341	614	431	612	426	503	1013	669	743	901	756	22	40	29	52	66
MMP_RS06355	452	446	335	402	312	1030	792	942	773	636	1154	892	1361	1439	1130	35	120	67	231	206
MMP_RS06360	180	175	166	131	162	279	269	276	214	231	543	479	539	748	638	0	13	3	1	14
MMP_RS06365	152	106	127	110	51	163	173	179	106	104	96	148	155	178	163	0	0	0	0	0
MMP_RS06370	121	67	96	82	87	80	66	60	36	29	176	178	192	195	193	0	11	5	24	2
MMP_RS06375	50	11	18	12	0	20	10	5	0	0	126	114	107	64	80	0	0	0	0	18
MMP_RS06380	1207	880	916	909	644	1607	1474	1656	1469	1276	4432	3275	3724	4605	3471	34	76	68	217	304
MMP_RS06385	161	107	110	166	96	202	194	186	191	160	1081	732	591	996	589	6	24	20	59	37
MMP_RS06390	879	904	646	522	536	554	372	458	462	386	2718	1796	1518	2155	1416	3	5	7	65	21
MMP_RS06395	384	341	288	243	231	127	102	183	111	146	168	138	244	216	169	5	27	2	16	2
MMP_RS06400	19343	17241	14857	15424	14217	27696	25636	26139	20207	25071	18240	13898	20350	21441	19909	47	212	131	509	260
MMP_RS06405	48679	43570	37257	37869	34312	70337	61659	60122	50516	61679	42932	33469	51140	50508	48416	336	826	498	1652	3306
MMP_RS06410	4950	4674	3624	3984	4163	7355	7217	7569	5379	6583	3930	3320	5382	5619	6056	354	697	390	1105	4403
MMP_RS06415	13161	12467	9555	10345	10848	17900	16697	17397	14086	18344	9816	7682	12694	12423	12577	359	650	431	1402	2580
MMP_RS06420	38764	33084	27284	32398	31568	26717	26103	33805	22132	25274	67979	53176	83492	82570	81518	798	2141	1182	4291	5830
MMP_RS06425	14250	12372	10327	12074	11856	10543	8947	11397	7624	9222	35252	26950	40469	40189	39442	784	1797	881	3148	6196
MMP_RS06430	1279	1302	1008	1112	1129	1256	1093	1342	886	1090	1296	1181	1582	1441	1247	102	188	107	398	432
MMP_RS06435	2660	2714	2286	2401	2202	6197	5777	7663	4660	4633	7904	7433	10002	9052	8460	105	196	126	386	628
MMP_RS06440	4632	4418	3777	4252	3551	10107	8522	11161	6822	6921	16277	14551	19195	17413	16874	237	508	328	1046	2318
MMP_RS06445	385	363	362	425	303	636	521	553	363	304	784	730	907	870	957	4	21	17	33	25
MMP_RS06450	1928	1478	1641	1602	1209	1870	1606	1925	1073	1137	3363	2728	3929	3823	3530	28	85	96	245	125
MMP_RS06455	2146	1926	1982	1624	1016	2037	1566	1755	1058	1079	8290	6449	9698	9017	8459	19	107	82	286	125
MMP_RS06460	164	173	157	106	73	254	221	181	146	196	159	140	198	174	182	0	0	1	24	0
MMP_RS06465	94	86	63	63	28	215	138	126	94	83	890	671	650	694	637	6	24	3	89	0
MMP_RS06470	924	593	782	730	570	2014	1724	1845	1329	1365	6543	5200	7704	7422	7347	38	88	36	252	81
MMP_RS06475	2983	2567	2342	2300	1837	3199	2860	3432	2387	2204	11160	7918	10291	12632	9775	45	101	49	292	148
MMP_RS06480	5260	4467	4362	4044	3623	4647	3940	4777	2832	3342	9856	6299	10342	10654	10622	87	215	143	626	340
MMP_RS06485	1003	989	663	675	622	865	749	956	610	621	2456	1973	2412	2576	2130	41	41	40	133	115
MMP_RS06490	231	249	215	131	105	183	92	67	92	85	318	284	237	235	146	7	7	6	36	11
MMP_RS06495	619	608	548	414	372	408	284	338	275	300	754	615	665	682	530	6	20	15	46	60
MMP_RS06500	1060	1026	743	682	619	760	607	640	546	595	1544	1271	1638	1854	1548	29	106	18	97	54
MMP_RS06505	526	452	434	462	448	736	607	751	482	484	2924	2002	2745	3086	2903	23	137	52	206	120
MMP_RS06510	428	290	317	302	341	509	340	389	342	296	1528	1158	1141	1533	1049	12	66	12	98	46
MMP_RS06515	24	4	0	9	0	51	23	15	24	21	37	16	19	55	35	10	0	0	12	0
MMP_RS06520	91	69	53	24	32	76	28	30	101	81	77	51	0	73	9	4	14	0	15	7
MMP_RS06525	10	0	0	0	16	0	4	0	9	0	0	0	0	0	0	3	3	0	0	0
MMP_RS06530	168	79	142	107	99	271	222	199	251	173	267	203	136	215	146	18	33	6	66	40
MMP_RS06535	78	85	60	59	80	240	188	204	149	155	749	493	347	599	321	16	43	29	99	120
MMP_RS06540	77	40	43	60	35	93	73	107	84	82	321	251	182	195	212	13	21	24	53	70
MMP_RS06545	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	20	4
MMP_RS06550	558	501	452	456	252	591	565	645	421	387	1275	859	1012	1170	838	30	172	79	283	343
MMP_RS06555	209	185	235	205	171	280	245	284	114	163	466	297	465	410	375	8	12	23	58	29
MMP_RS06560	0	6	0	2	10	4	0	0	0	0	0	0	0	0	0	0	2	1	7	19
MMP_RS06565	194	139	194	132	177	241	187	178	131	137	760	558	669	763	643	5	62	9	113	25
MMP_RS06570	1	0	0	16	0	0	8	13	0	13	38	36	65	73	64	0	2	1	4	9
MMP_RS06575	19	11	16	6	0	37	21	79	11	28	130	61	83	100	73	0	0	1	0	32
MMP_RS06585	0	0	0	1	0	0	0	0	2	0	38	0	34	37	48	4	1	0	4	0
MMP_RS06590	105	118	118	104	65	208	137	93	127	141	155	103	91	112	84	0	0	0	10	0
MMP_RS06595	1297	1240	1026	836	775	1380	1049	1281	1157	1148	1555	1145	1207	1569	969	18	29	10	65	65
MMP_RS06600	251	323	229	194	168	274	283	271	222	256	368	219	201	282	187	6	8	4	16	51
MMP_RS06605	280	267	260	240	233	395	235	174	119	143	804	587	839	765	757	4	36	21	74	18
MMP_RS06610	38	29	52	23	39	144	86	48	64	63	301	178	268	261	227	2	10	1	14	9
MMP_RS06625	3617	2951	3097	3055	2077	5541	4875	5533	3747	4277	9632	7558	10371	10955	9283	48	103	58	250	100
MMP_RS06630	167	124	134	91	106	253	238	219	109	150	584	481	507	577	429	0	0	4	10	13
MMP_RS06635	701	621	797	698	706	1115	1094	1314	727	716	3754	3118	3559	4139	3115	11	79	31	76	58
MMP_RS06640	5054	4774	4377	4120	3532	11863	9953	11967	8586	8838	16589	10798	14605	17071	15679	67	151	92	399	398
MMP_RS06645	601	500	535	501	505	795	716	746	405	491	1081	801	1118	1231	1070	3	30	1	65	20
MMP_RS06650	574	527	528	502	249	854	722	827	488	565	916	769	717	737	588	5	22	5	16	16
MMP_RS06655	1364	1165	1225	1042	900	1387	1167	1256	795	978	1655	1320	1578	1618	1156	23	50	13	148	131
MMP_RS06660	946	865	708	826	484	901	781	867	741	800	751	456	228	443	140	31	69	15	170	87
MMP_RS06665	631	612	513	461	395	928	854	907	704	790	916	744	559	778	477	8	43	10	48	63
MMP_RS06670	396	359	270	262	183	358	289	286	187	268	645	521	294	516	203	4	12	6	49	46
MMP_RS06675	192	151	191	80	149	191	160	122	85	70	88	47	77	76	79	5	8	8	64	8
MMP_RS06680	18223	17178	14249	13670	13677	39466	34410	42537	34053	37073	358074	272300	337402	405297	305788	515	805	335	1960	4750
MMP_RS06685	30464	26019	24859	26048	21996	61869	57277	74345	45991	50844	504906	392826	558965	593055	467951	583	1507	866	3546	6581
MMP_RS06695	14861	14667	11035	11967	11570	33518	28911	37741	28179	34919	121917	87409	96068	111879	73803	1540	2846	1245	4670	11682
MMP_RS06700	3555	3854	2638	2428	2102	7282	5330	6709	5138	6055	37751	27398	16733	24993	11951	13	98	71	220	192
MMP_RS06705	26059	29236	16496	16469	17721	36862	34466	44462	41073	50062	185052	108195	39912	106510	26293	180	367	190	1043	1800
MMP_RS06710	62784	71201	50747	49785	58074	240294	189403	226198	145836	190823	105037	80080	100807	103557	90791	20898	37179	17108	62720	75055
MMP_RS06715	3565	2985	3488	2943	2422	2397	1878	2153	1565	1593	6215	5029	5529	6805	5453	48	162	48	225	197
MMP_RS06720	735	566	591	495	361	436	428	472	327	306	823	654	808	997	738	1	3	13	15	12
MMP_RS06725	2323	1936	1705	1668	1437	1898	1506	1769	1263	1369	3366	2526	2848	3363	2415	36	65	36	135	98
